Fecha;Valor UF
26-oct-21;30,322.13
25-oct-21;30,310.47
24-oct-21;30,298.81
23-oct-21;30,287.15
22-oct-21;30,275.50
21-oct-21;30,263.85
20-oct-21;30,252.21
19-oct-21;30,240.57
18-oct-21;30,228.94
17-oct-21;30,217.31
16-oct-21;30,205.68
15-oct-21;30,194.06
14-oct-21;30,182.44
13-oct-21;30,170.83
12-oct-21;30,159.23
11-oct-21;30,147.62
10-oct-21;30,136.02
09-oct-21;30,124.43
08-oct-21;30,120.42
07-oct-21;30,116.41
06-oct-21;30,112.40
05-oct-21;30,108.40
04-oct-21;30,104.39
03-oct-21;30,100.39
02-oct-21;30,096.38
01-oct-21;30,092.38
30-sept-21;30,088.37
29-sept-21;30,084.37
28-sept-21;30,080.37
27-sept-21;30,076.36
26-sept-21;30,072.36
25-sept-21;30,068.36
24-sept-21;30,064.36
23-sept-21;30,060.36
22-sept-21;30,056.36
21-sept-21;30,052.36
20-sept-21;30,048.36
19-sept-21;30,044.36
18-sept-21;30,040.36
17-sept-21;30,036.37
16-sept-21;30,032.37
15-sept-21;30,028.38
14-sept-21;30,024.38
13-sept-21;30,020.38
12-sept-21;30,016.39
11-sept-21;30,012.40
10-sept-21;30,008.40
09-sept-21;30,004.41
08-sept-21;29,996.70
07-sept-21;29,988.99
06-sept-21;29,981.28
05-sept-21;29,973.58
04-sept-21;29,965.87
03-sept-21;29,958.17
02-sept-21;29,950.47
01-sept-21;29,942.78
31-ago-21;29,935.08
30-ago-21;29,927.39
29-ago-21;29,919.70
28-ago-21;29,912.01
27-ago-21;29,904.32
26-ago-21;29,896.63
25-ago-21;29,888.95
24-ago-21;29,881.27
23-ago-21;29,873.59
22-ago-21;29,865.91
21-ago-21;29,858.23
20-ago-21;29,850.56
19-ago-21;29,842.89
18-ago-21;29,835.22
17-ago-21;29,827.55
16-ago-21;29,819.89
15-ago-21;29,812.22
14-ago-21;29,804.56
13-ago-21;29,796.90
12-ago-21;29,789.24
11-ago-21;29,781.59
10-ago-21;29,773.93
09-ago-21;29,766.28
08-ago-21;29,765.32
07-ago-21;29,764.36
06-ago-21;29,763.40
05-ago-21;29,762.44
04-ago-21;29,761.48
03-ago-21;29,760.52
02-ago-21;29,759.56
01-ago-21;29,758.60
31-jul-21;29,757.64
30-jul-21;29,756.68
29-jul-21;29,755.72
28-jul-21;29,754.76
27-jul-21;29,753.80
26-jul-21;29,752.84
25-jul-21;29,751.88
24-jul-21;29,750.92
23-jul-21;29,749.97
22-jul-21;29,749.01
21-jul-21;29,748.05
20-jul-21;29,747.09
19-jul-21;29,746.13
18-jul-21;29,745.17
17-jul-21;29,744.21
16-jul-21;29,743.25
15-jul-21;29,742.29
14-jul-21;29,741.33
13-jul-21;29,740.38
12-jul-21;29,739.42
11-jul-21;29,738.46
10-jul-21;29,737.50
09-jul-21;29,736.54
08-jul-21;29,733.57
07-jul-21;29,730.60
06-jul-21;29,727.64
05-jul-21;29,724.67
04-jul-21;29,721.70
03-jul-21;29,718.73
02-jul-21;29,715.77
01-jul-21;29,712.80
30-jun-21;29,709.83
29-jun-21;29,706.87
28-jun-21;29,703.90
27-jun-21;29,700.93
26-jun-21;29,697.97
25-jun-21;29,695.00
24-jun-21;29,692.04
23-jun-21;29,689.07
22-jun-21;29,686.11
21-jun-21;29,683.15
20-jun-21;29,680.18
19-jun-21;29,677.22
18-jun-21;29,674.25
17-jun-21;29,671.29
16-jun-21;29,668.33
15-jun-21;29,665.37
14-jun-21;29,662.41
13-jun-21;29,659.44
12-jun-21;29,656.48
11-jun-21;29,653.52
10-jun-21;29,650.56
09-jun-21;29,647.60
08-jun-21;29,643.78
07-jun-21;29,639.96
06-jun-21;29,636.15
05-jun-21;29,632.33
04-jun-21;29,628.51
03-jun-21;29,624.70
02-jun-21;29,620.88
01-jun-21;29,617.07
31-may-21;29,613.26
30-may-21;29,609.44
29-may-21;29,605.63
28-may-21;29,601.82
27-may-21;29,598.01
26-may-21;29,594.20
25-may-21;29,590.39
24-may-21;29,586.57
23-may-21;29,582.77
22-may-21;29,578.96
21-may-21;29,575.15
20-may-21;29,571.34
19-may-21;29,567.53
18-may-21;29,563.72
17-may-21;29,559.92
16-may-21;29,556.11
15-may-21;29,552.30
14-may-21;29,548.50
13-may-21;29,544.69
12-may-21;29,540.89
11-may-21;29,537.09
10-may-21;29,533.28
09-may-21;29,529.48
08-may-21;29,525.55
07-may-21;29,521.62
06-may-21;29,517.69
05-may-21;29,513.76
04-may-21;29,509.84
03-may-21;29,505.91
02-may-21;29,501.98
01-may-21;29,498.06
30-abr-21;29,494.13
29-abr-21;29,490.21
28-abr-21;29,486.29
27-abr-21;29,482.36
26-abr-21;29,478.44
25-abr-21;29,474.52
24-abr-21;29,470.59
23-abr-21;29,466.67
22-abr-21;29,462.75
21-abr-21;29,458.83
20-abr-21;29,454.91
19-abr-21;29,450.99
18-abr-21;29,447.07
17-abr-21;29,443.16
16-abr-21;29,439.24
15-abr-21;29,435.32
14-abr-21;29,431.41
13-abr-21;29,427.49
12-abr-21;29,423.57
11-abr-21;29,419.66
10-abr-21;29,415.74
09-abr-21;29,411.83
08-abr-21;29,409.93
07-abr-21;29,408.04
06-abr-21;29,406.14
05-abr-21;29,404.24
04-abr-21;29,402.35
03-abr-21;29,400.45
02-abr-21;29,398.56
01-abr-21;29,396.67
31-mar-21;29,394.77
30-mar-21;29,392.88
29-mar-21;29,390.98
28-mar-21;29,389.09
27-mar-21;29,387.19
26-mar-21;29,385.30
25-mar-21;29,383.41
24-mar-21;29,381.51
23-mar-21;29,379.62
22-mar-21;29,377.72
21-mar-21;29,375.83
20-mar-21;29,373.94
19-mar-21;29,372.04
18-mar-21;29,370.15
17-mar-21;29,368.26
16-mar-21;29,366.37
15-mar-21;29,364.47
14-mar-21;29,362.58
13-mar-21;29,360.69
12-mar-21;29,358.80
11-mar-21;29,356.90
10-mar-21;29,355.01
09-mar-21;29,353.12
08-mar-21;29,345.81
07-mar-21;29,338.50
06-mar-21;29,331.19
05-mar-21;29,323.89
04-mar-21;29,316.58
03-mar-21;29,309.28
02-mar-21;29,301.98
01-mar-21;29,294.68
28-feb-21;29,287.38
27-feb-21;29,280.09
26-feb-21;29,272.79
25-feb-21;29,265.50
24-feb-21;29,258.21
23-feb-21;29,250.92
22-feb-21;29,243.64
21-feb-21;29,236.35
20-feb-21;29,229.07
19-feb-21;29,221.79
18-feb-21;29,214.51
17-feb-21;29,207.23
16-feb-21;29,199.96
15-feb-21;29,192.68
14-feb-21;29,185.41
13-feb-21;29,178.14
12-feb-21;29,170.87
11-feb-21;29,163.61
10-feb-21;29,156.34
09-feb-21;29,149.08
08-feb-21;29,146.26
07-feb-21;29,143.44
06-feb-21;29,140.63
05-feb-21;29,137.81
04-feb-21;29,135.00
03-feb-21;29,132.18
02-feb-21;29,129.37
01-feb-21;29,126.55
31-ene-21;29,123.74
30-ene-21;29,120.92
29-ene-21;29,118.11
28-ene-21;29,115.30
27-ene-21;29,112.48
26-ene-21;29,109.67
25-ene-21;29,106.86
24-ene-21;29,104.04
23-ene-21;29,101.23
22-ene-21;29,098.42
21-ene-21;29,095.61
20-ene-21;29,092.80
19-ene-21;29,089.99
18-ene-21;29,087.18
17-ene-21;29,084.36
16-ene-21;29,081.55
15-ene-21;29,078.74
14-ene-21;29,075.93
13-ene-21;29,073.13
12-ene-21;29,070.32
11-ene-21;29,067.51
10-ene-21;29,064.70
09-ene-21;29,061.89
08-ene-21;29,062.83
07-ene-21;29,063.76
06-ene-21;29,064.70
05-ene-21;29,065.64
04-ene-21;29,066.58
03-ene-21;29,067.52
02-ene-21;29,068.46
01-ene-21;29,069.39
31-dic-20;29,070.33
30-dic-20;29,071.27
29-dic-20;29,072.21
28-dic-20;29,073.15
27-dic-20;29,074.08
26-dic-20;29,075.02
25-dic-20;29,075.96
24-dic-20;29,076.90
23-dic-20;29,077.84
22-dic-20;29,078.78
21-dic-20;29,079.72
20-dic-20;29,080.65
19-dic-20;29,081.59
18-dic-20;29,082.53
17-dic-20;29,083.47
16-dic-20;29,084.41
15-dic-20;29,085.35
14-dic-20;29,086.29
13-dic-20;29,087.22
12-dic-20;29,088.16
11-dic-20;29,089.10
10-dic-20;29,090.04
09-dic-20;29,090.98
08-dic-20;29,084.22
07-dic-20;29,077.46
06-dic-20;29,070.70
05-dic-20;29,063.94
04-dic-20;29,057.18
03-dic-20;29,050.42
02-dic-20;29,043.67
01-dic-20;29,036.92
30-nov-20;29,030.17
29-nov-20;29,023.42
28-nov-20;29,016.67
27-nov-20;29,009.92
26-nov-20;29,003.18
25-nov-20;28,996.44
24-nov-20;28,989.69
23-nov-20;28,982.95
22-nov-20;28,976.22
21-nov-20;28,969.48
20-nov-20;28,962.74
19-nov-20;28,956.01
18-nov-20;28,949.28
17-nov-20;28,942.55
16-nov-20;28,935.82
15-nov-20;28,929.09
14-nov-20;28,922.37
13-nov-20;28,915.64
12-nov-20;28,908.92
11-nov-20;28,902.20
10-nov-20;28,895.48
09-nov-20;28,888.76
08-nov-20;28,883.18
07-nov-20;28,877.61
06-nov-20;28,872.04
05-nov-20;28,866.47
04-nov-20;28,860.90
03-nov-20;28,855.33
02-nov-20;28,849.76
01-nov-20;28,844.20
31-oct-20;28,838.63
30-oct-20;28,833.07
29-oct-20;28,827.50
28-oct-20;28,821.94
27-oct-20;28,816.38
26-oct-20;28,810.82
25-oct-20;28,805.26
24-oct-20;28,799.70
23-oct-20;28,794.14
22-oct-20;28,788.59
21-oct-20;28,783.03
20-oct-20;28,777.48
19-oct-20;28,771.93
18-oct-20;28,766.38
17-oct-20;28,760.83
16-oct-20;28,755.28
15-oct-20;28,749.73
14-oct-20;28,744.18
13-oct-20;28,738.63
12-oct-20;28,733.09
11-oct-20;28,727.54
10-oct-20;28,722.00
09-oct-20;28,716.46
08-oct-20;28,715.50
07-oct-20;28,714.54
06-oct-20;28,713.59
05-oct-20;28,712.63
04-oct-20;28,711.67
03-oct-20;28,710.72
02-oct-20;28,709.76
01-oct-20;28,708.80
30-sept-20;28,707.85
29-sept-20;28,706.89
28-sept-20;28,705.94
27-sept-20;28,704.98
26-sept-20;28,704.02
25-sept-20;28,703.07
24-sept-20;28,702.11
23-sept-20;28,701.15
22-sept-20;28,700.20
21-sept-20;28,699.24
20-sept-20;28,698.29
19-sept-20;28,697.33
18-sept-20;28,696.37
17-sept-20;28,695.42
16-sept-20;28,694.46
15-sept-20;28,693.51
14-sept-20;28,692.55
13-sept-20;28,691.59
12-sept-20;28,690.64
11-sept-20;28,689.68
10-sept-20;28,688.73
09-sept-20;28,687.77
08-sept-20;28,686.84
07-sept-20;28,685.92
06-sept-20;28,684.99
05-sept-20;28,684.07
04-sept-20;28,683.14
03-sept-20;28,682.22
02-sept-20;28,681.30
01-sept-20;28,680.37
31-ago-20;28,679.45
30-ago-20;28,678.52
29-ago-20;28,677.60
28-ago-20;28,676.67
27-ago-20;28,675.75
26-ago-20;28,674.82
25-ago-20;28,673.90
24-ago-20;28,672.97
23-ago-20;28,672.05
22-ago-20;28,671.12
21-ago-20;28,670.20
20-ago-20;28,669.28
19-ago-20;28,668.35
18-ago-20;28,667.43
17-ago-20;28,666.50
16-ago-20;28,665.58
15-ago-20;28,664.65
14-ago-20;28,663.73
13-ago-20;28,662.81
12-ago-20;28,661.88
11-ago-20;28,660.96
10-ago-20;28,660.03
09-ago-20;28,659.11
08-ago-20;28,660.04
07-ago-20;28,660.96
06-ago-20;28,661.89
05-ago-20;28,662.81
04-ago-20;28,663.74
03-ago-20;28,664.66
02-ago-20;28,665.59
01-ago-20;28,666.51
31-jul-20;28,667.44
30-jul-20;28,668.36
29-jul-20;28,669.29
28-jul-20;28,670.21
27-jul-20;28,671.14
26-jul-20;28,672.06
25-jul-20;28,672.99
24-jul-20;28,673.92
23-jul-20;28,674.84
22-jul-20;28,675.77
21-jul-20;28,676.69
20-jul-20;28,677.62
19-jul-20;28,678.54
18-jul-20;28,679.47
17-jul-20;28,680.39
16-jul-20;28,681.32
15-jul-20;28,682.25
14-jul-20;28,683.17
13-jul-20;28,684.10
12-jul-20;28,685.02
11-jul-20;28,685.95
10-jul-20;28,686.87
09-jul-20;28,687.80
08-jul-20;28,688.76
07-jul-20;28,689.72
06-jul-20;28,690.67
05-jul-20;28,691.63
04-jul-20;28,692.59
03-jul-20;28,693.54
02-jul-20;28,694.50
01-jul-20;28,695.46
30-jun-20;28,696.42
29-jun-20;28,697.37
28-jun-20;28,698.33
27-jun-20;28,699.29
26-jun-20;28,700.24
25-jun-20;28,701.20
24-jun-20;28,702.16
23-jun-20;28,703.12
22-jun-20;28,704.07
21-jun-20;28,705.03
20-jun-20;28,705.99
19-jun-20;28,706.94
18-jun-20;28,707.90
17-jun-20;28,708.86
16-jun-20;28,709.82
15-jun-20;28,710.77
14-jun-20;28,711.73
13-jun-20;28,712.69
12-jun-20;28,713.65
11-jun-20;28,714.60
10-jun-20;28,715.56
09-jun-20;28,716.52
08-jun-20;28,716.52
07-jun-20;28,716.52
06-jun-20;28,716.52
05-jun-20;28,716.52
04-jun-20;28,716.52
03-jun-20;28,716.52
02-jun-20;28,716.52
01-jun-20;28,716.52
31-may-20;28,716.52
30-may-20;28,716.52
29-may-20;28,716.52
28-may-20;28,716.52
27-may-20;28,716.52
26-may-20;28,716.52
25-may-20;28,716.52
24-may-20;28,716.52
23-may-20;28,716.52
22-may-20;28,716.52
21-may-20;28,716.52
20-may-20;28,716.52
19-may-20;28,716.52
18-may-20;28,716.52
17-may-20;28,716.52
16-may-20;28,716.52
15-may-20;28,716.52
14-may-20;28,716.52
13-may-20;28,716.52
12-may-20;28,716.52
11-may-20;28,716.52
10-may-20;28,716.52
09-may-20;28,716.52
08-may-20;28,713.65
07-may-20;28,710.79
06-may-20;28,707.92
05-may-20;28,705.05
04-may-20;28,702.19
03-may-20;28,699.32
02-may-20;28,696.46
01-may-20;28,693.59
30-abr-20;28,690.73
29-abr-20;28,687.86
28-abr-20;28,685.00
27-abr-20;28,682.13
26-abr-20;28,679.27
25-abr-20;28,676.41
24-abr-20;28,673.54
23-abr-20;28,670.68
22-abr-20;28,667.82
21-abr-20;28,664.96
20-abr-20;28,662.09
19-abr-20;28,659.23
18-abr-20;28,656.37
17-abr-20;28,653.51
16-abr-20;28,650.65
15-abr-20;28,647.79
14-abr-20;28,644.93
13-abr-20;28,642.07
12-abr-20;28,639.21
11-abr-20;28,636.35
10-abr-20;28,633.49
09-abr-20;28,630.63
08-abr-20;28,626.94
07-abr-20;28,623.25
06-abr-20;28,619.57
05-abr-20;28,615.88
04-abr-20;28,612.20
03-abr-20;28,608.51
02-abr-20;28,604.83
01-abr-20;28,601.15
31-mar-20;28,597.46
30-mar-20;28,593.78
29-mar-20;28,590.10
28-mar-20;28,586.42
27-mar-20;28,582.74
26-mar-20;28,579.06
25-mar-20;28,575.38
24-mar-20;28,571.70
23-mar-20;28,568.02
22-mar-20;28,564.34
21-mar-20;28,560.66
20-mar-20;28,556.98
19-mar-20;28,553.31
18-mar-20;28,549.63
17-mar-20;28,545.95
16-mar-20;28,542.28
15-mar-20;28,538.60
14-mar-20;28,534.93
13-mar-20;28,531.25
12-mar-20;28,527.58
11-mar-20;28,523.91
10-mar-20;28,520.23
09-mar-20;28,516.56
08-mar-20;28,510.68
07-mar-20;28,504.80
06-mar-20;28,498.92
05-mar-20;28,493.04
04-mar-20;28,487.16
03-mar-20;28,481.29
02-mar-20;28,475.41
01-mar-20;28,469.54
29-feb-20;28,463.67
28-feb-20;28,457.80
27-feb-20;28,451.93
26-feb-20;28,446.06
25-feb-20;28,440.19
24-feb-20;28,434.32
23-feb-20;28,428.46
22-feb-20;28,422.60
21-feb-20;28,416.73
20-feb-20;28,410.87
19-feb-20;28,405.01
18-feb-20;28,399.15
17-feb-20;28,393.30
16-feb-20;28,387.44
15-feb-20;28,381.59
14-feb-20;28,375.73
13-feb-20;28,369.88
12-feb-20;28,364.03
11-feb-20;28,358.18
10-feb-20;28,352.33
09-feb-20;28,346.48
08-feb-20;28,345.56
07-feb-20;28,344.65
06-feb-20;28,343.74
05-feb-20;28,342.82
04-feb-20;28,341.91
03-feb-20;28,341.00
02-feb-20;28,340.08
01-feb-20;28,339.17
31-ene-20;28,338.25
30-ene-20;28,337.34
29-ene-20;28,336.43
28-ene-20;28,335.51
27-ene-20;28,334.60
26-ene-20;28,333.69
25-ene-20;28,332.77
24-ene-20;28,331.86
23-ene-20;28,330.95
22-ene-20;28,330.03
21-ene-20;28,329.12
20-ene-20;28,328.21
19-ene-20;28,327.29
18-ene-20;28,326.38
17-ene-20;28,325.47
16-ene-20;28,324.55
15-ene-20;28,323.64
14-ene-20;28,322.73
13-ene-20;28,321.81
12-ene-20;28,320.90
11-ene-20;28,319.99
10-ene-20;28,319.07
09-ene-20;28,318.16
08-ene-20;28,317.25
07-ene-20;28,316.33
06-ene-20;28,315.42
05-ene-20;28,314.51
04-ene-20;28,313.60
03-ene-20;28,312.68
02-ene-20;28,311.77
01-ene-20;28,310.86
31-dic-19;28,309.94
30-dic-19;28,309.03
29-dic-19;28,308.12
28-dic-19;28,307.21
27-dic-19;28,306.29
26-dic-19;28,305.38
25-dic-19;28,304.47
24-dic-19;28,303.56
23-dic-19;28,302.64
22-dic-19;28,301.73
21-dic-19;28,300.82
20-dic-19;28,299.91
19-dic-19;28,298.99
18-dic-19;28,298.08
17-dic-19;28,297.17
16-dic-19;28,296.26
15-dic-19;28,295.34
14-dic-19;28,294.43
13-dic-19;28,293.52
12-dic-19;28,292.61
11-dic-19;28,291.69
10-dic-19;28,290.78
09-dic-19;28,289.87
08-dic-19;28,282.36
07-dic-19;28,274.85
06-dic-19;28,267.34
05-dic-19;28,259.83
04-dic-19;28,252.33
03-dic-19;28,244.83
02-dic-19;28,237.32
01-dic-19;28,229.83
30-nov-19;28,222.33
29-nov-19;28,214.83
28-nov-19;28,207.34
27-nov-19;28,199.85
26-nov-19;28,192.36
25-nov-19;28,184.87
24-nov-19;28,177.39
23-nov-19;28,169.90
22-nov-19;28,162.42
21-nov-19;28,154.94
20-nov-19;28,147.47
19-nov-19;28,139.99
18-nov-19;28,132.52
17-nov-19;28,125.05
16-nov-19;28,117.58
15-nov-19;28,110.11
14-nov-19;28,102.65
13-nov-19;28,095.18
12-nov-19;28,087.72
11-nov-19;28,080.26
10-nov-19;28,072.81
09-nov-19;28,065.35
08-nov-19;28,065.35
07-nov-19;28,065.35
06-nov-19;28,065.35
05-nov-19;28,065.35
04-nov-19;28,065.35
03-nov-19;28,065.35
02-nov-19;28,065.35
01-nov-19;28,065.35
31-oct-19;28,065.35
30-oct-19;28,065.35
29-oct-19;28,065.35
28-oct-19;28,065.35
27-oct-19;28,065.35
26-oct-19;28,065.35
25-oct-19;28,065.35
24-oct-19;28,065.35
23-oct-19;28,065.35
22-oct-19;28,065.35
21-oct-19;28,065.35
20-oct-19;28,065.35
19-oct-19;28,065.35
18-oct-19;28,065.35
17-oct-19;28,065.35
16-oct-19;28,065.35
15-oct-19;28,065.35
14-oct-19;28,065.35
13-oct-19;28,065.35
12-oct-19;28,065.35
11-oct-19;28,065.35
10-oct-19;28,065.35
09-oct-19;28,065.35
08-oct-19;28,063.48
07-oct-19;28,061.61
06-oct-19;28,059.74
05-oct-19;28,057.87
04-oct-19;28,056.00
03-oct-19;28,054.14
02-oct-19;28,052.27
01-oct-19;28,050.40
30-sept-19;28,048.53
29-sept-19;28,046.66
28-sept-19;28,044.80
27-sept-19;28,042.93
26-sept-19;28,041.06
25-sept-19;28,039.19
24-sept-19;28,037.33
23-sept-19;28,035.46
22-sept-19;28,033.59
21-sept-19;28,031.72
20-sept-19;28,029.86
19-sept-19;28,027.99
18-sept-19;28,026.12
17-sept-19;28,024.26
16-sept-19;28,022.39
15-sept-19;28,020.52
14-sept-19;28,018.66
13-sept-19;28,016.79
12-sept-19;28,014.93
11-sept-19;28,013.06
10-sept-19;28,011.20
09-sept-19;28,009.33
08-sept-19;28,007.52
07-sept-19;28,005.72
06-sept-19;28,003.91
05-sept-19;28,002.11
04-sept-19;28,000.30
03-sept-19;27,998.50
02-sept-19;27,996.69
01-sept-19;27,994.89
31-ago-19;27,993.08
30-ago-19;27,991.28
29-ago-19;27,989.48
28-ago-19;27,987.67
27-ago-19;27,985.87
26-ago-19;27,984.06
25-ago-19;27,982.26
24-ago-19;27,980.46
23-ago-19;27,978.65
22-ago-19;27,976.85
21-ago-19;27,975.05
20-ago-19;27,973.25
19-ago-19;27,971.44
18-ago-19;27,969.64
17-ago-19;27,967.84
16-ago-19;27,966.03
15-ago-19;27,964.23
14-ago-19;27,962.43
13-ago-19;27,960.63
12-ago-19;27,958.83
11-ago-19;27,957.02
10-ago-19;27,955.22
09-ago-19;27,953.42
08-ago-19;27,953.42
07-ago-19;27,953.42
06-ago-19;27,953.42
05-ago-19;27,953.42
04-ago-19;27,953.42
03-ago-19;27,953.42
02-ago-19;27,953.42
01-ago-19;27,953.42
31-jul-19;27,953.42
30-jul-19;27,953.42
29-jul-19;27,953.42
28-jul-19;27,953.42
27-jul-19;27,953.42
26-jul-19;27,953.42
25-jul-19;27,953.42
24-jul-19;27,953.42
23-jul-19;27,953.42
22-jul-19;27,953.42
21-jul-19;27,953.42
20-jul-19;27,953.42
19-jul-19;27,953.42
18-jul-19;27,953.42
17-jul-19;27,953.42
16-jul-19;27,953.42
15-jul-19;27,953.42
14-jul-19;27,953.42
13-jul-19;27,953.42
12-jul-19;27,953.42
11-jul-19;27,953.42
10-jul-19;27,953.42
09-jul-19;27,953.42
08-jul-19;27,947.85
07-jul-19;27,942.27
06-jul-19;27,936.70
05-jul-19;27,931.13
04-jul-19;27,925.56
03-jul-19;27,920.00
02-jul-19;27,914.43
01-jul-19;27,908.86
30-jun-19;27,903.30
29-jun-19;27,897.74
28-jun-19;27,892.17
27-jun-19;27,886.61
26-jun-19;27,881.05
25-jun-19;27,875.49
24-jun-19;27,869.94
23-jun-19;27,864.38
22-jun-19;27,858.82
21-jun-19;27,853.27
20-jun-19;27,847.71
19-jun-19;27,842.16
18-jun-19;27,836.61
17-jun-19;27,831.06
16-jun-19;27,825.51
15-jun-19;27,819.96
14-jun-19;27,814.42
13-jun-19;27,808.87
12-jun-19;27,803.33
11-jun-19;27,797.78
10-jun-19;27,792.24
09-jun-19;27,786.70
08-jun-19;27,784.02
07-jun-19;27,781.33
06-jun-19;27,778.65
05-jun-19;27,775.96
04-jun-19;27,773.28
03-jun-19;27,770.60
02-jun-19;27,767.91
01-jun-19;27,765.23
31-may-19;27,762.55
30-may-19;27,759.86
29-may-19;27,757.18
28-may-19;27,754.50
27-may-19;27,751.82
26-may-19;27,749.14
25-may-19;27,746.45
24-may-19;27,743.77
23-may-19;27,741.09
22-may-19;27,738.41
21-may-19;27,735.73
20-may-19;27,733.05
19-may-19;27,730.37
18-may-19;27,727.69
17-may-19;27,725.01
16-may-19;27,722.34
15-may-19;27,719.66
14-may-19;27,716.98
13-may-19;27,714.30
12-may-19;27,711.62
11-may-19;27,708.94
10-may-19;27,706.27
09-may-19;27,703.59
08-may-19;27,698.98
07-may-19;27,694.38
06-may-19;27,689.77
05-may-19;27,685.17
04-may-19;27,680.57
03-may-19;27,675.97
02-may-19;27,671.37
01-may-19;27,666.77
30-abr-19;27,662.17
29-abr-19;27,657.57
28-abr-19;27,652.97
27-abr-19;27,648.37
26-abr-19;27,643.78
25-abr-19;27,639.18
24-abr-19;27,634.59
23-abr-19;27,629.99
22-abr-19;27,625.40
21-abr-19;27,620.81
20-abr-19;27,616.22
19-abr-19;27,611.63
18-abr-19;27,607.04
17-abr-19;27,602.45
16-abr-19;27,597.86
15-abr-19;27,593.27
14-abr-19;27,588.68
13-abr-19;27,584.10
12-abr-19;27,579.51
11-abr-19;27,574.93
10-abr-19;27,570.34
09-abr-19;27,565.76
08-abr-19;27,565.76
07-abr-19;27,565.76
06-abr-19;27,565.76
05-abr-19;27,565.76
04-abr-19;27,565.76
03-abr-19;27,565.76
02-abr-19;27,565.76
01-abr-19;27,565.76
31-mar-19;27,565.76
30-mar-19;27,565.76
29-mar-19;27,565.76
28-mar-19;27,565.76
27-mar-19;27,565.76
26-mar-19;27,565.76
25-mar-19;27,565.76
24-mar-19;27,565.76
23-mar-19;27,565.76
22-mar-19;27,565.76
21-mar-19;27,565.76
20-mar-19;27,565.76
19-mar-19;27,565.76
18-mar-19;27,565.76
17-mar-19;27,565.76
16-mar-19;27,565.76
15-mar-19;27,565.76
14-mar-19;27,565.76
13-mar-19;27,565.76
12-mar-19;27,565.76
11-mar-19;27,565.76
10-mar-19;27,565.76
09-mar-19;27,565.76
08-mar-19;27,564.77
07-mar-19;27,563.79
06-mar-19;27,562.81
05-mar-19;27,561.82
04-mar-19;27,560.84
03-mar-19;27,559.85
02-mar-19;27,558.87
01-mar-19;27,557.89
28-feb-19;27,556.90
27-feb-19;27,555.92
26-feb-19;27,554.94
25-feb-19;27,553.95
24-feb-19;27,552.97
23-feb-19;27,551.99
22-feb-19;27,551.00
21-feb-19;27,550.02
20-feb-19;27,549.04
19-feb-19;27,548.05
18-feb-19;27,547.07
17-feb-19;27,546.09
16-feb-19;27,545.10
15-feb-19;27,544.12
14-feb-19;27,543.14
13-feb-19;27,542.15
12-feb-19;27,541.17
11-feb-19;27,540.19
10-feb-19;27,539.20
09-feb-19;27,538.22
08-feb-19;27,539.11
07-feb-19;27,540.00
06-feb-19;27,540.89
05-feb-19;27,541.78
04-feb-19;27,542.67
03-feb-19;27,543.56
02-feb-19;27,544.45
01-feb-19;27,545.34
31-ene-19;27,546.22
30-ene-19;27,547.11
29-ene-19;27,548.00
28-ene-19;27,548.89
27-ene-19;27,549.78
26-ene-19;27,550.67
25-ene-19;27,551.56
24-ene-19;27,552.45
23-ene-19;27,553.34
22-ene-19;27,554.23
21-ene-19;27,555.12
20-ene-19;27,556.01
19-ene-19;27,556.89
18-ene-19;27,557.78
17-ene-19;27,558.67
16-ene-19;27,559.56
15-ene-19;27,560.45
14-ene-19;27,561.34
13-ene-19;27,562.23
12-ene-19;27,563.12
11-ene-19;27,564.01
10-ene-19;27,564.90
09-ene-19;27,565.79
08-ene-19;27,565.79
07-ene-19;27,565.79
06-ene-19;27,565.79
05-ene-19;27,565.79
04-ene-19;27,565.79
03-ene-19;27,565.79
02-ene-19;27,565.79
01-ene-19;27,565.79
31-dic-18;27,565.79
30-dic-18;27,565.79
29-dic-18;27,565.79
28-dic-18;27,565.79
27-dic-18;27,565.79
26-dic-18;27,565.79
25-dic-18;27,565.79
24-dic-18;27,565.79
23-dic-18;27,565.79
22-dic-18;27,565.79
21-dic-18;27,565.79
20-dic-18;27,565.79
19-dic-18;27,565.79
18-dic-18;27,565.79
17-dic-18;27,565.79
16-dic-18;27,565.79
15-dic-18;27,565.79
14-dic-18;27,565.79
13-dic-18;27,565.79
12-dic-18;27,565.79
11-dic-18;27,565.79
10-dic-18;27,565.79
09-dic-18;27,565.79
08-dic-18;27,562.13
07-dic-18;27,558.46
06-dic-18;27,554.79
05-dic-18;27,551.13
04-dic-18;27,547.46
03-dic-18;27,543.79
02-dic-18;27,540.13
01-dic-18;27,536.46
30-nov-18;27,532.80
29-nov-18;27,529.14
28-nov-18;27,525.47
27-nov-18;27,521.81
26-nov-18;27,518.15
25-nov-18;27,514.49
24-nov-18;27,510.83
23-nov-18;27,507.17
22-nov-18;27,503.51
21-nov-18;27,499.85
20-nov-18;27,496.19
19-nov-18;27,492.53
18-nov-18;27,488.87
17-nov-18;27,485.21
16-nov-18;27,481.56
15-nov-18;27,477.90
14-nov-18;27,474.24
13-nov-18;27,470.59
12-nov-18;27,466.93
11-nov-18;27,463.28
10-nov-18;27,459.62
09-nov-18;27,455.97
